"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Address","City","State","ZIP Code","Legal Name","Record Type","Census Block Group","Company Description","Primary SIC Code","Primary NAICS","Type of Business","Latitude","Longitude"
"Target","TARGET CORP","Kasey","Cook","55 Graceland Blvd","Columbus","OH","43214","","Verified","2","Visit Your Target IN Columbus, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","040.064957","-083.021259"
"Target","TARGET CORP","Martha","Hoctor","6000 Sawmill Rd","Dublin","OH","43017","","Verified","1","Visit Your Target IN Dublin, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","040.089803","-083.089331"
"Target","TARGET CORP","Sarah","Tussing","4144 Buckeye Pkwy","Grove City","OH","43123","","Verified","2","Visit Your Target IN Grove City, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","039.876879","-083.036694"
"Target","TARGET CORP","Danielle","Seigrist","1970 Hilliard Rome Rd","Hilliard","OH","43026","","Verified","1","Visit Your Target IN Hilliard, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","039.991211","-083.148814"
"Target","TARGET CORP","Alex","Buchan","4211 Trueman Blvd","Hilliard","OH","43026","","Verified","2","Visit Your Target IN Hilliard, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","040.038381","-083.123949"
"Target","TARGET CORP","Ashley","Merise","8100 E Broad St","Reynoldsburg","OH","43068","","Verified","1","Visit Your Target IN Reynoldsburg, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","039.988449","-082.784735"
"Target","TARGET CORP","Craig","Bailey","3955 E Broad St","Whitehall","OH","43213","","Verified","1","Visit Your Target IN Whitehall, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","039.970864","-082.895252"
"Tensuke Market","","Takeshi","Takenaka","1167 Old Henderson Rd","Columbus","OH","43220","TENSUKE MARKET","Verified","3","","514101","42442005","Private","040.050546","-083.051115"
"Thind Petroleum","","Sukhwinder","Thind","1570 Morse Rd","Columbus","OH","43229","","Verified","1","","554101","45712003","Private","040.060993","-082.977773"
"Three C Food Mart","","Ibrahim","Hejazin","3725 Karl Rd","Columbus","OH","43224","","Verified","1","","541103","44513101","Private","040.042730","-082.977715"
"Trabue Food Mart","","Mano","Patel","4111 Trabue Rd","Columbus","OH","43228","","Verified","2","","541105","44511003","Private","039.986951","-083.107733"
"Trader Joe's","TRADER JOE'S","Genevieve","Gulledge","3888 Townsfair Way","Columbus","OH","43219","","Verified","1","Trader Joe's Is A Privately Held Chain Of Specialty Grocery Stores Headquartered IN Monrovia, Calif. The Company Operates More Than 280 Stores IN Various Cities Throughout The United States, Including Columbus, Ohio. Founded IN 1958, Trader Joe S Sells A Variety Of Products, Such As Gourmet, Organic, Vegetarian, Frozen And Imported Foods, As Well As Domestic And Imported Wines. Its Alternative Food Items Include Breads, Cereals, Eggs And Other Products. Trader Joe S Also Offers Nonfood Items, Including Personal Hygiene Products, Household Cleaners, Vitamins, Pet Food Items, And Plants And Flowers. The Company Is Also One Of The Exclusive Retailers Of Charles Shaw Wine.","541105","44511003","Private","040.049344","-082.918221"
"Trader Joe's","TRADER JOE'S","Lucas","Schmidt","6355 Sawmill Rd","Dublin","OH","43017","","Verified","2","Trader Joe's Is A Privately Held Chain Of Specialty Grocery Stores Headquartered IN Monrovia, Calif. The Company Operates More Than 280 Stores IN Various Cities Throughout The United States, Including Dublin, Ohio. Founded IN 1958, Trader Joe S Sells A Variety Of Products, Such As Gourmet, Organic, Vegetarian, Frozen And Imported Foods, As Well As Domestic And Imported Wines. Its Alternative Food Items Include Breads, Cereals, Eggs And Other Products. Trader Joe S Also Offers Nonfood Items, Including Personal Hygiene Products, Household Cleaners, Vitamins, Pet Food Items, And Plants And Flowers. The Company Is Also One Of The Exclusive Retailers Of Charles Shaw Wine.","541105","44511003","Private","040.096375","-083.093199"
"Tropical Nut & Fruit","","Alicia","Lehota","3150 Urbancrest Industrial Dr","Urbancrest","OH","43123","TROPICAL NUT & FRUIT","Verified","1","","206401","31135201","Private","039.903145","-083.080738"
"Turkey Hill Minit Market","EG AMERICA LLC","Joe","Southwick","5350 Tuttle Crossing Blvd","Dublin","OH","43016","","Verified","3","","541103","44513101","Private","040.075638","-083.141703"
"Turkey Hill Minit Market","EG AMERICA LLC","Dj","Stephens","6231 Avery Rd","Dublin","OH","43016","","Verified","3","","541103","44513101","Private","040.095170","-083.158780"
