id,income,location
23166,112500.0,POINT (-83.12006918127294 40.06651229264835)
23167,112500.0,POINT (-83.1302146186391 40.07388107587912)
23168,112500.0,POINT (-83.1121702146754 40.07947096893869)
23169,112500.0,POINT (-83.12152930553704 40.06798471381474)
23170,112500.0,POINT (-83.12475924102314 40.07091901301623)
23171,112500.0,POINT (-83.119021472731 40.079528017824536)
23172,112500.0,POINT (-83.11394239051099 40.074169560434804)
23173,112500.0,POINT (-83.11219467963879 40.08056022827199)
23174,117500.0,POINT (-83.11388797518124 40.071463554248616)
23175,117500.0,POINT (-83.1212926889595 40.066249002687684)
23176,117500.0,POINT (-83.13278960226879 40.06552095410524)
23177,117500.0,POINT (-83.10907886774976 40.06889279479935)
23178,117500.0,POINT (-83.11834379483187 40.08359250241044)
23179,117500.0,POINT (-83.12940186079801 40.06789289751132)
23180,117500.0,POINT (-83.11956543628729 40.06879982472816)
23181,117500.0,POINT (-83.11790503884576 40.08431425268658)
23182,117500.0,POINT (-83.13551645749492 40.079455662587534)
23183,122500.0,POINT (-83.1280646226329 40.08182129980532)
23184,122500.0,POINT (-83.13353303417864 40.07188041657113)
23185,122500.0,POINT (-83.1331752631799 40.083563738352765)
23186,122500.0,POINT (-83.13158875776948 40.073255358002534)
23187,122500.0,POINT (-83.12610969888318 40.07391876306469)
23188,122500.0,POINT (-83.11731958594898 40.07421131173621)
23189,122500.0,POINT (-83.11401707162332 40.08028660570625)
23190,122500.0,POINT (-83.12670596985406 40.074723699784215)
23191,127500.0,POINT (-83.10991542160569 40.073167616939116)
23192,127500.0,POINT (-83.1281992192561 40.082238290383124)
23193,127500.0,POINT (-83.13491929127532 40.072546635351145)
23194,127500.0,POINT (-83.12354554091965 40.08367238726195)
23195,127500.0,POINT (-83.12541282567742 40.073337223203794)
23196,127500.0,POINT (-83.1269701050712 40.0746911568326)
23197,127500.0,POINT (-83.11651369858663 40.0763202198514)
23198,132500.0,POINT (-83.11741641957423 40.075961574320516)
23199,132500.0,POINT (-83.12160307473654 40.08495159896104)
23200,132500.0,POINT (-83.11635678445803 40.06986329126498)
23201,132500.0,POINT (-83.1227822523437 40.066299171265364)
23202,132500.0,POINT (-83.13292413604664 40.07096533671593)
23203,132500.0,POINT (-83.13312508780979 40.070678489424516)
23204,132500.0,POINT (-83.12044440670402 40.07420190398892)
23205,137500.0,POINT (-83.13595003424687 40.07808007225739)
23206,137500.0,POINT (-83.12646729368144 40.084388852023075)
23207,137500.0,POINT (-83.13010062865291 40.081399753897664)
23208,137500.0,POINT (-83.13643867699807 40.080395097858215)
23209,137500.0,POINT (-83.11759505471541 40.06659832666991)
23210,137500.0,POINT (-83.13248140967481 40.07032022542249)
23211,142500.0,POINT (-83.1215462595545 40.08068972661696)
23212,142500.0,POINT (-83.11901615540636 40.07256476742298)
23213,142500.0,POINT (-83.13308349358367 40.075046859400004)
23214,142500.0,POINT (-83.12791124127934 40.078582225606034)
23215,142500.0,POINT (-83.12279219333482 40.07013614366342)
23216,147500.0,POINT (-83.12582537611796 40.07200810945314)
23217,147500.0,POINT (-83.13505623766353 40.07937975193309)
23218,147500.0,POINT (-83.12163819726157 40.07265885922843)
23219,147500.0,POINT (-83.11145958197294 40.07334547658246)
23220,152500.0,POINT (-83.13267927496352 40.07579534272729)
23221,152500.0,POINT (-83.1191433364006 40.08473047485493)
23222,152500.0,POINT (-83.13031170042557 40.07632723033457)
23223,152500.0,POINT (-83.13031478084807 40.0765542725579)
23224,157500.0,POINT (-83.1174771794145 40.0704744038871)
23225,157500.0,POINT (-83.11739637431336 40.07950602607158)
23226,157500.0,POINT (-83.12499288474532 40.07596483832082)
23227,162500.0,POINT (-83.12400375165446 40.06790176531295)
23228,162500.0,POINT (-83.11321187339817 40.06767430475638)
23229,162500.0,POINT (-83.11633462300573 40.078153355490656)
23230,167500.0,POINT (-83.11389990834641 40.0813391882458)
23231,167500.0,POINT (-83.10925393619684 40.068341060615296)
23232,172500.0,POINT (-83.12543601717152 40.06956548705387)
23233,172500.0,POINT (-83.12357360006781 40.08517693309274)
23234,177500.0,POINT (-83.11409549614879 40.08119407121975)
23235,182500.0,POINT (-83.1134895886675 40.08136365509047)
23236,187500.0,POINT (-83.11079964904908 40.07839224144617)
23237,27500.0,POINT (-83.11776616115549 40.03660346373667)
23238,32500.0,POINT (-83.12474371241267 40.04450870632611)
23239,37500.0,POINT (-83.11725528309987 40.0413515624155)
23240,42500.0,POINT (-83.11926524444885 40.043789186673855)
23241,47500.0,POINT (-83.1220974970822 40.03737695230856)
23242,52500.0,POINT (-83.10419148376234 40.03980035516088)
23243,52500.0,POINT (-83.11950080180593 40.0428736921727)
23244,57500.0,POINT (-83.11012706317148 40.04555226347704)
23245,57500.0,POINT (-83.10868338346071 40.041026689956)
23246,62500.0,POINT (-83.12355672260836 40.043795669575985)
23247,62500.0,POINT (-83.12091559847151 40.03510484699872)
23248,67500.0,POINT (-83.11082691174352 40.03980084553315)
23249,67500.0,POINT (-83.11743993227758 40.04342332920368)
23250,72500.0,POINT (-83.11746033139558 40.040524169840324)
23251,72500.0,POINT (-83.11804079419994 40.041499043525924)
23252,77500.0,POINT (-83.12625283105152 40.04520178039495)
23253,77500.0,POINT (-83.1211075899188 40.036612938199795)
23254,77500.0,POINT (-83.10591830633561 40.03925432829466)
23255,82500.0,POINT (-83.122859001289 40.048299227621996)
23256,82500.0,POINT (-83.10293172520274 40.032062929710655)
23257,82500.0,POINT (-83.12270063382444 40.0434840299861)
23258,87500.0,POINT (-83.1095332857009 40.04464583130296)
23259,87500.0,POINT (-83.1091609084656 40.03736603141331)
23260,87500.0,POINT (-83.10683185012581 40.04451053126147)
23261,92500.0,POINT (-83.106066543748 40.0422893577214)
23262,92500.0,POINT (-83.1183587520818 40.040969525641565)
23263,92500.0,POINT (-83.11777397080881 40.04334921837336)
23264,97500.0,POINT (-83.10786747276136 40.040585250725655)
23265,97500.0,POINT (-83.10747010097121 40.03565395405967)
23266,97500.0,POINT (-83.11908011643631 40.03878110227981)
23267,102500.0,POINT (-83.12304833693321 40.033925287891776)
23268,102500.0,POINT (-83.12625251695 40.04579987153588)
23269,102500.0,POINT (-83.11482023409735 40.04532797344534)
23270,107500.0,POINT (-83.12678887674363 40.04800125207146)
23271,107500.0,POINT (-83.09906596465666 40.03709532585755)
23272,107500.0,POINT (-83.12087876629477 40.03417037745333)
23273,112500.0,POINT (-83.10843961276763 40.04550738900352)
23274,112500.0,POINT (-83.12351711159744 40.03989712220005)
23275,112500.0,POINT (-83.10888286279491 40.0462448328966)
23276,117500.0,POINT (-83.1253192311993 40.04588443154112)
23277,117500.0,POINT (-83.10613789609798 40.029518252747366)
23278,117500.0,POINT (-83.10455408134179 40.02904793927081)
23279,122500.0,POINT (-83.09946527532696 40.030349853461765)
23280,122500.0,POINT (-83.1236602458043 40.03530782772538)
23281,122500.0,POINT (-83.09500757164211 40.03044484544493)
23282,127500.0,POINT (-83.10798613888963 40.0478129202017)
23283,127500.0,POINT (-83.10967992031821 40.02921130153045)
23284,127500.0,POINT (-83.12516599747724 40.03736303535188)
23285,132500.0,POINT (-83.09996375989323 40.02962339132539)
23286,132500.0,POINT (-83.11470619836255 40.035080806169994)
23287,132500.0,POINT (-83.12123308689053 40.03883539288689)
23288,137500.0,POINT (-83.12190380444478 40.041113977317025)
23289,137500.0,POINT (-83.12652419015753 40.046524631924804)
23290,142500.0,POINT (-83.1201923200671 40.04063486015983)
23291,142500.0,POINT (-83.12091328328044 40.03830852399076)
23292,147500.0,POINT (-83.12113398417343 40.04437453281071)
23293,147500.0,POINT (-83.11776604255695 40.03923051482532)
23294,152500.0,POINT (-83.12449491052475 40.041053498887756)
23295,152500.0,POINT (-83.10855957536177 40.03665640833258)
23296,157500.0,POINT (-83.1096268194868 40.036661510572394)
23297,157500.0,POINT (-83.1008092950134 40.033745600524504)
23298,162500.0,POINT (-83.10832078171657 40.03796085249982)
23299,167500.0,POINT (-83.11146049473042 40.042613328878915)
23300,172500.0,POINT (-83.10456005204637 40.03328390645917)
23301,177500.0,POINT (-83.10646458355323 40.03670021007057)
23302,182500.0,POINT (-83.10973430434512 40.03484973044922)
23303,187500.0,POINT (-83.12469912591484 40.04638654338111)
23304,2500.0,POINT (-83.02833169361578 39.96142049545245)
23305,7500.0,POINT (-83.02575915900107 39.96421884389064)
23306,12500.0,POINT (-83.04219981746672 39.964214263077636)
23307,17500.0,POINT (-83.03067365021143 39.9629741374508)
23308,17500.0,POINT (-83.03480424152188 39.96110635089487)
23309,22500.0,POINT (-83.02755416744188 39.961694725676345)
23310,22500.0,POINT (-83.03078018652391 39.959457426919876)
23311,27500.0,POINT (-83.05010997240336 39.964646821659215)
23312,27500.0,POINT (-83.02675135850993 39.96413990674617)
23313,32500.0,POINT (-83.03517658567037 39.95911967388098)
23314,32500.0,POINT (-83.02215795299415 39.960319882074266)
23315,37500.0,POINT (-83.04420272860756 39.95846310115827)
23316,37500.0,POINT (-83.03419618659011 39.96179659010445)
23317,42500.0,POINT (-83.05704115104697 39.968189230659746)
23318,42500.0,POINT (-83.0302161735749 39.9614317825064)
23319,47500.0,POINT (-83.03889851091935 39.95831183756843)
23320,47500.0,POINT (-83.0565922988733 39.967239302628826)
23321,52500.0,POINT (-83.02191325133992 39.96136329841145)
23322,52500.0,POINT (-83.03606906696021 39.964964422374806)
23323,57500.0,POINT (-83.02407502748352 39.963571375228724)
23324,57500.0,POINT (-83.03928651480553 39.962065632810294)
23325,62500.0,POINT (-83.02700972398054 39.960964573597145)
23326,62500.0,POINT (-83.05712397577021 39.96581735215738)
23327,67500.0,POINT (-83.05069710732887 39.96629264490704)
23328,67500.0,POINT (-83.0379822432553 39.96040101624914)
23329,72500.0,POINT (-83.04744085558602 39.96585933137461)
23330,72500.0,POINT (-83.05667945644686 39.96830192584121)
23331,77500.0,POINT (-83.03896549902016 39.96035320672875)
23332,77500.0,POINT (-83.0333265375159 39.962611048604856)
23333,82500.0,POINT (-83.0355138295978 39.96260852089536)
23334,82500.0,POINT (-83.03171693986161 39.96428662603505)
23335,87500.0,POINT (-83.03597654557318 39.96048955586461)
23336,92500.0,POINT (-83.04950218817353 39.96752247030228)
23337,97500.0,POINT (-83.04603645202093 39.9670801191485)
23338,102500.0,POINT (-83.05217018963744 39.96768992158063)
23339,107500.0,POINT (-83.04520484179797 39.965788229609004)
23340,37500.0,POINT (-83.1131663638683 40.09094553589276)
23341,42500.0,POINT (-83.1265110111445 40.09161089156372)
23342,47500.0,POINT (-83.1185792290051 40.088389578987886)
23343,52500.0,POINT (-83.13590060121354 40.09687011278009)
23344,57500.0,POINT (-83.13610345585596 40.08350833102768)
23345,62500.0,POINT (-83.12281143317375 40.089862394282534)
23346,67500.0,POINT (-83.12046338145609 40.105829489715234)
23347,72500.0,POINT (-83.12555827858964 40.09281905340131)
23348,72500.0,POINT (-83.12139936422085 40.102094763399535)
23349,77500.0,POINT (-83.13598029729931 40.08601031572418)
23350,77500.0,POINT (-83.11388513243077 40.09222283003017)
23351,82500.0,POINT (-83.11690103368893 40.08668505723187)
23352,82500.0,POINT (-83.11519188786747 40.09987579652789)
23353,87500.0,POINT (-83.1247864817536 40.098996019862405)
23354,87500.0,POINT (-83.12523479998288 40.097212740626404)
23355,92500.0,POINT (-83.12994255457066 40.09080564589269)
23356,92500.0,POINT (-83.13307317919873 40.092627118819976)
23357,97500.0,POINT (-83.11372283353207 40.102776647139564)
23358,97500.0,POINT (-83.12345934000227 40.09919807030656)
23359,102500.0,POINT (-83.12402985768111 40.09753755221208)
23360,102500.0,POINT (-83.12326566841301 40.08994931653112)
23361,107500.0,POINT (-83.12414399211707 40.08839347512017)
23362,107500.0,POINT (-83.1288374869855 40.09788472319004)
23363,112500.0,POINT (-83.1315382743572 40.09052888538878)
23364,112500.0,POINT (-83.11382138983267 40.10797653074637)
23365,117500.0,POINT (-83.13218108370447 40.09180079328879)
23366,122500.0,POINT (-83.11666550790153 40.10489119497087)
23367,127500.0,POINT (-83.11618281825872 40.10241316099426)
23368,132500.0,POINT (-83.13239349125452 40.098602912697935)
23369,137500.0,POINT (-83.12019357138828 40.093899394583204)
23370,142500.0,POINT (-83.11430261015629 40.10845924286599)
23371,147500.0,POINT (-83.13059887557736 40.10000258550475)
23372,2500.0,POINT (-83.0313171494412 39.95385009454688)
23373,2500.0,POINT (-83.02633078364728 39.95307325615822)
23374,2500.0,POINT (-83.04267763074253 39.95597405186201)
23375,2500.0,POINT (-83.03836231940463 39.952798215630914)
23376,7500.0,POINT (-83.029774124013 39.95289873506067)
23377,7500.0,POINT (-83.03771331610571 39.95540497043097)
23378,7500.0,POINT (-83.03199159597551 39.95519161819235)
23379,7500.0,POINT (-83.0332424614158 39.951105052738974)
23380,7500.0,POINT (-83.03696503314401 39.95254238758079)
23381,12500.0,POINT (-83.0322114766312 39.95391365776281)
23382,12500.0,POINT (-83.02649011698952 39.95636724150641)
23383,12500.0,POINT (-83.03309144024826 39.95173427038139)
23384,12500.0,POINT (-83.02831221533964 39.95680639142372)
23385,12500.0,POINT (-83.02997040925365 39.954455427953654)
23386,17500.0,POINT (-83.02844019222479 39.95186894364697)
23387,17500.0,POINT (-83.0271712648524 39.955100378322584)
23388,17500.0,POINT (-83.0273419560056 39.95722308754573)
23389,17500.0,POINT (-83.04032772710926 39.952477270516056)
23390,17500.0,POINT (-83.03694721817448 39.954840792360855)
23391,17500.0,POINT (-83.04230109899684 39.9554121624252)
23392,22500.0,POINT (-83.03248418683339 39.954265859589455)
23393,22500.0,POINT (-83.02912551636926 39.95742772306518)
23394,22500.0,POINT (-83.02840420125982 39.95254079629465)
23395,22500.0,POINT (-83.04105912241599 39.9553987074748)
23396,22500.0,POINT (-83.03736572026209 39.95235145639929)
23397,22500.0,POINT (-83.03160988768612 39.95584415720723)
23398,27500.0,POINT (-83.03824821199316 39.95595542878055)
23399,27500.0,POINT (-83.0361313323547 39.95583415005874)
23400,27500.0,POINT (-83.0332562106229 39.948737000662796)
23401,27500.0,POINT (-83.0284247572672 39.95705580036482)
23402,27500.0,POINT (-83.02733037508806 39.95627626816807)
23403,27500.0,POINT (-83.02690031601547 39.949308240184536)
23404,32500.0,POINT (-83.03828426365094 39.94991384162308)
23405,32500.0,POINT (-83.03390755344422 39.953185625001716)
23406,32500.0,POINT (-83.03010273667171 39.95859156940232)
23407,32500.0,POINT (-83.03687907505268 39.95132256009829)
23408,32500.0,POINT (-83.0303507788277 39.955654794019736)
23409,32500.0,POINT (-83.03094592724916 39.949441225482744)
23410,37500.0,POINT (-83.04151178882911 39.9558538225523)
23411,37500.0,POINT (-83.03468915038619 39.94789118443699)
23412,37500.0,POINT (-83.03847757546254 39.95277320546708)
23413,37500.0,POINT (-83.02948300341077 39.948787694386)
23414,37500.0,POINT (-83.0411876520444 39.95377389965269)
23415,37500.0,POINT (-83.03949435256872 39.95373719006962)
23416,37500.0,POINT (-83.03912060208596 39.95123391270104)
23417,42500.0,POINT (-83.03525267682777 39.95131904797162)
23418,42500.0,POINT (-83.03462642807669 39.94902003614204)
23419,42500.0,POINT (-83.02904920565227 39.95013733011946)
23420,42500.0,POINT (-83.03261264807674 39.95483741825481)
23421,42500.0,POINT (-83.02965274454854 39.95610729851027)
23422,42500.0,POINT (-83.03036349244863 39.950732103040224)
23423,42500.0,POINT (-83.0401875275083 39.953207170006436)
23424,47500.0,POINT (-83.02619182945023 39.95376459866307)
23425,47500.0,POINT (-83.03321675674535 39.95613273742885)
23426,47500.0,POINT (-83.03823450444857 39.9527075477062)
23427,47500.0,POINT (-83.03005876857969 39.948966053278895)
23428,47500.0,POINT (-83.03487422856108 39.94997183621936)
23429,47500.0,POINT (-83.03539561620752 39.95576039834703)
23430,52500.0,POINT (-83.0316797646311 39.954759743406406)
23431,52500.0,POINT (-83.03909930210024 39.9545984938155)
23432,52500.0,POINT (-83.02634223162708 39.95273178507928)
23433,52500.0,POINT (-83.03341305211237 39.95246481707277)
23434,52500.0,POINT (-83.03041145108413 39.95589703831255)
23435,52500.0,POINT (-83.03654479544026 39.95764575766186)
23436,57500.0,POINT (-83.030339078437 39.95506165497855)
23437,57500.0,POINT (-83.0365149999466 39.948664327606885)
23438,57500.0,POINT (-83.02835436738252 39.9517212392271)
23439,57500.0,POINT (-83.03043098479031 39.94914582363477)
23440,57500.0,POINT (-83.03443329449604 39.954701342102325)
23441,57500.0,POINT (-83.02885744805796 39.95587188132023)
23442,62500.0,POINT (-83.03026177925348 39.95746558224393)
23443,62500.0,POINT (-83.03402291193608 39.9570147929241)
23444,62500.0,POINT (-83.02983303456507 39.953983046612485)
23445,62500.0,POINT (-83.02691690884001 39.95517437207202)
23446,62500.0,POINT (-83.03216316587665 39.95423712342386)
23447,67500.0,POINT (-83.03526422518983 39.954419147555654)
23448,67500.0,POINT (-83.03086149189792 39.95130486729719)
23449,67500.0,POINT (-83.03916303768987 39.95416623909862)
23450,67500.0,POINT (-83.04348983591832 39.95594919384306)
23451,67500.0,POINT (-83.03696465236276 39.956923988965215)
23452,72500.0,POINT (-83.02585085479471 39.95328091389698)
23453,72500.0,POINT (-83.0314974071407 39.95766474221815)
23454,72500.0,POINT (-83.0279704943016 39.95670293904723)
23455,72500.0,POINT (-83.03345875922831 39.956158073677145)
23456,77500.0,POINT (-83.03712677195392 39.95656118280162)
23457,77500.0,POINT (-83.03685363468097 39.953645776955625)
23458,77500.0,POINT (-83.03645945348879 39.951053887351)
23459,77500.0,POINT (-83.02782785280493 39.9522817498496)
23460,82500.0,POINT (-83.03444272710205 39.95290882674542)
23461,82500.0,POINT (-83.0379475500834 39.952625031930715)
23462,82500.0,POINT (-83.03587019153142 39.951323782297706)
23463,87500.0,POINT (-83.03418940051743 39.952773048006115)
23464,87500.0,POINT (-83.02937294830201 39.94879189180705)
23465,87500.0,POINT (-83.03430676477302 39.95513668441995)
23466,92500.0,POINT (-83.04032504185787 39.95738220894909)
23467,92500.0,POINT (-83.03646532945854 39.95588687190212)
23468,97500.0,POINT (-83.02685517460971 39.9556930451835)
23469,97500.0,POINT (-83.02661497708932 39.950004421517704)
23470,102500.0,POINT (-83.03345169255375 39.95223871489613)
23471,102500.0,POINT (-83.03565490208071 39.94946724386245)
23472,107500.0,POINT (-83.03311115655798 39.956867600976196)
23473,112500.0,POINT (-83.03620564792892 39.952056259162696)
23474,117500.0,POINT (-83.02780941592307 39.94907823393313)
23475,2500.0,POINT (-83.10824763962229 40.09617162399185)
23476,2500.0,POINT (-83.10732488116572 40.094944725976326)
23477,7500.0,POINT (-83.09951556917322 40.095469205322516)
23478,7500.0,POINT (-83.09311855898582 40.08685080457253)
23479,12500.0,POINT (-83.0995637208456 40.09416274157397)
23480,12500.0,POINT (-83.09834429171853 40.09731650773607)
23481,17500.0,POINT (-83.09612668090256 40.0971532537506)
23482,17500.0,POINT (-83.09763348379084 40.09214550083367)
23483,17500.0,POINT (-83.09771842444067 40.08998214874915)
23484,22500.0,POINT (-83.09862346441442 40.094942582695126)
23485,22500.0,POINT (-83.09326536811719 40.086714112302104)
23486,22500.0,POINT (-83.09756985345831 40.09579074159974)
23487,27500.0,POINT (-83.09366262923747 40.087894540301114)
23488,27500.0,POINT (-83.10518074308567 40.09177974295498)
23489,27500.0,POINT (-83.09807783019868 40.09715529590597)
23490,32500.0,POINT (-83.1022557032295 40.09902188553069)
23491,32500.0,POINT (-83.1004086307137 40.09331162005794)
23492,32500.0,POINT (-83.10764883058137 40.098613640829925)
23493,32500.0,POINT (-83.10419703507611 40.090419347688524)
23494,37500.0,POINT (-83.10076080297267 40.09771262413537)
23495,37500.0,POINT (-83.0924369962539 40.08608255953985)
23496,37500.0,POINT (-83.0946074083837 40.09829637618563)
23497,37500.0,POINT (-83.10496745391369 40.09257100636895)
23498,42500.0,POINT (-83.09232691806956 40.08703775088999)
23499,42500.0,POINT (-83.10017944923034 40.094659836727985)
23500,42500.0,POINT (-83.09850343322526 40.086712741459856)
23501,42500.0,POINT (-83.09761910010974 40.08827832455538)
23502,47500.0,POINT (-83.10548729862347 40.09508137472664)
23503,47500.0,POINT (-83.09533205098788 40.090261890282854)
23504,47500.0,POINT (-83.10276265748897 40.09440195643203)
23505,47500.0,POINT (-83.10571565128755 40.0979999788001)
23506,47500.0,POINT (-83.09333720302988 40.09392179031883)
23507,52500.0,POINT (-83.10064752712032 40.09918140909062)
23508,52500.0,POINT (-83.10677801476366 40.0929032747689)
23509,52500.0,POINT (-83.09894031764048 40.09691926369487)
23510,52500.0,POINT (-83.09534797214184 40.08759575804052)
23511,52500.0,POINT (-83.10686417169524 40.088384282388255)
23512,57500.0,POINT (-83.09919483242011 40.09623893784953)
23513,57500.0,POINT (-83.10413733691195 40.09225120076206)
23514,57500.0,POINT (-83.10103352090647 40.09355102792206)
23515,57500.0,POINT (-83.10685159395446 40.09730897843218)
23516,57500.0,POINT (-83.09768274698787 40.097077124202954)
23517,62500.0,POINT (-83.09870558923305 40.09461963285427)
23518,62500.0,POINT (-83.10131543419098 40.09646424255804)
23519,62500.0,POINT (-83.09358464997523 40.08544643172407)
23520,62500.0,POINT (-83.09610487133445 40.087912789865904)
23521,62500.0,POINT (-83.09928908955685 40.09675303412486)
23522,62500.0,POINT (-83.09207555063593 40.09273081307024)
23523,67500.0,POINT (-83.09211697280494 40.09440795110974)
23524,67500.0,POINT (-83.10711632890302 40.09594246783795)
23525,67500.0,POINT (-83.10210238173846 40.095353366112974)
23526,67500.0,POINT (-83.09859570718947 40.099086353085745)
23527,67500.0,POINT (-83.10309266820713 40.096078871556216)
23528,67500.0,POINT (-83.09648240993872 40.093246473999066)
23529,72500.0,POINT (-83.0957743099308 40.09795105077357)
23530,72500.0,POINT (-83.10754567585522 40.0886768222586)
23531,72500.0,POINT (-83.09699842048651 40.092154052927064)
23532,72500.0,POINT (-83.0992196134935 40.09897682073557)
23533,72500.0,POINT (-83.10013624636107 40.093534874216324)
23534,72500.0,POINT (-83.10229070720222 40.09281334529046)
23535,77500.0,POINT (-83.10735619522279 40.08936733094827)
23536,77500.0,POINT (-83.10708418753865 40.09917326060999)
23537,77500.0,POINT (-83.10759080611335 40.0884970069749)
23538,77500.0,POINT (-83.09764472947026 40.09268939733122)
23539,77500.0,POINT (-83.10143843752029 40.09387960049312)
23540,77500.0,POINT (-83.10723673294433 40.094993185247155)
23541,82500.0,POINT (-83.09960575504678 40.09023181940678)
23542,82500.0,POINT (-83.09323581266483 40.09549601031674)
23543,82500.0,POINT (-83.10773524619324 40.09559236978029)
23544,82500.0,POINT (-83.09373402288426 40.096410805926126)
23545,82500.0,POINT (-83.10570309665084 40.09634972928451)
23546,82500.0,POINT (-83.09811303922048 40.08868661299848)
23547,87500.0,POINT (-83.09332190637382 40.09419236534986)
23548,87500.0,POINT (-83.1070235190012 40.09191949562733)
23549,87500.0,POINT (-83.1015655317889 40.095901873302516)
23550,87500.0,POINT (-83.0943227016402 40.087197674793885)
23551,87500.0,POINT (-83.0928716981211 40.087706468560356)
23552,87500.0,POINT (-83.09693829917526 40.094668656142545)
23553,92500.0,POINT (-83.0963525990479 40.09125536835698)
23554,92500.0,POINT (-83.10589094754098 40.08946707672804)
23555,92500.0,POINT (-83.09398655281116 40.086618996164724)
23556,92500.0,POINT (-83.10294002630198 40.09018709973907)
23557,92500.0,POINT (-83.09583168415614 40.09008042779398)
23558,92500.0,POINT (-83.09674625889306 40.089682604470696)
23559,97500.0,POINT (-83.09788690255995 40.09024629377828)
23560,97500.0,POINT (-83.10286969968394 40.08906851329554)
23561,97500.0,POINT (-83.09520549681122 40.08604342386388)
23562,97500.0,POINT (-83.10712379836642 40.092287331503634)
23563,97500.0,POINT (-83.09530589866482 40.095925532156954)
23564,97500.0,POINT (-83.09891353902165 40.09279982740742)
23565,102500.0,POINT (-83.10238035858114 40.09094475131211)
23566,102500.0,POINT (-83.10664360181156 40.09220066305739)
23567,102500.0,POINT (-83.09717803798216 40.094403576921835)
23568,102500.0,POINT (-83.09956112948875 40.097573197904694)
23569,102500.0,POINT (-83.09326936879957 40.08835846973253)
23570,102500.0,POINT (-83.10500211878136 40.09242154321837)
23571,107500.0,POINT (-83.10052476301249 40.087540560941086)
23572,107500.0,POINT (-83.10468273629506 40.09283543666143)
23573,107500.0,POINT (-83.10382936383317 40.09644688456382)
23574,107500.0,POINT (-83.10477610659379 40.09065953325208)
23575,107500.0,POINT (-83.10044226423771 40.094347032311816)
23576,107500.0,POINT (-83.09388641123128 40.09523593128057)
23577,112500.0,POINT (-83.10090217846742 40.096177277569744)
23578,112500.0,POINT (-83.0929244906294 40.085723585951364)
23579,112500.0,POINT (-83.09361669504676 40.08702169276565)
23580,112500.0,POINT (-83.10697760084703 40.09480494512434)
23581,112500.0,POINT (-83.09322979596816 40.08586525110185)
23582,112500.0,POINT (-83.09721783775205 40.096941926134576)
23583,117500.0,POINT (-83.09575684407665 40.09632696495538)
23584,117500.0,POINT (-83.0983128504764 40.089696149374525)
23585,117500.0,POINT (-83.1046481062321 40.09499265018374)
23586,117500.0,POINT (-83.10149779281339 40.09639519201909)
23587,117500.0,POINT (-83.09727238772628 40.0881189693551)
23588,122500.0,POINT (-83.09851806751328 40.09108735099547)
23589,122500.0,POINT (-83.09250693528732 40.0894786724973)
23590,122500.0,POINT (-83.09999779852065 40.088782775321974)
23591,122500.0,POINT (-83.09905333207318 40.09151103911004)
23592,122500.0,POINT (-83.10226572313677 40.09199196863423)
23593,127500.0,POINT (-83.10045048322567 40.09677558227932)
23594,127500.0,POINT (-83.10159741193017 40.09618867297594)
23595,127500.0,POINT (-83.09370898693737 40.09663201405185)
23596,127500.0,POINT (-83.10624657761102 40.09847656402163)
23597,127500.0,POINT (-83.09425334858368 40.09768686322883)
23598,132500.0,POINT (-83.09183301204862 40.094893016629044)
23599,132500.0,POINT (-83.09876219537871 40.09197070474876)
23600,132500.0,POINT (-83.0933772419007 40.092103057817916)
23601,132500.0,POINT (-83.09732680902141 40.09237733057995)
23602,137500.0,POINT (-83.10797987912147 40.09768269974539)
23603,137500.0,POINT (-83.10387204188184 40.09886870390054)
23604,137500.0,POINT (-83.0980948950889 40.08829103821931)
23605,137500.0,POINT (-83.10273574832006 40.09313883836211)
23606,142500.0,POINT (-83.10500534144472 40.09627934996245)
23607,142500.0,POINT (-83.09402418808843 40.09202142730642)
23608,142500.0,POINT (-83.09449278949208 40.09545637175992)
23609,147500.0,POINT (-83.09555297742484 40.093126678205)
23610,147500.0,POINT (-83.09716913190184 40.09770532739803)
23611,147500.0,POINT (-83.09948274779997 40.08707224678066)
23612,152500.0,POINT (-83.10550878486207 40.09313646935449)
23613,152500.0,POINT (-83.10373329188387 40.097805023446696)
23614,152500.0,POINT (-83.10748683866838 40.09119537795081)
23615,157500.0,POINT (-83.10326620408712 40.09410933614239)
23616,157500.0,POINT (-83.09463788417378 40.09027261005376)
23617,162500.0,POINT (-83.0946689853758 40.08698077182592)
23618,162500.0,POINT (-83.09234261945312 40.09457322411832)
23619,167500.0,POINT (-83.09899149010715 40.089999873905874)
23620,167500.0,POINT (-83.10616213232598 40.09926400836477)
23621,172500.0,POINT (-83.09971890982749 40.09037192192247)
23622,177500.0,POINT (-83.10341932616726 40.09903171594533)
23623,182500.0,POINT (-83.10244174989437 40.090784859625934)
23624,187500.0,POINT (-83.09648878273711 40.090295902335804)
23625,7500.0,POINT (-83.1043377706292 40.08575288028)
23626,12500.0,POINT (-83.10880228536945 40.08399926532117)
23627,17500.0,POINT (-83.10918593813008 40.09072126834623)
23628,22500.0,POINT (-83.11040863194663 40.080634546826346)
23629,27500.0,POINT (-83.1040991756614 40.0878159123446)
23630,27500.0,POINT (-83.10676384634917 40.07335391091323)
23631,32500.0,POINT (-83.10865544125251 40.093844490057215)
