id,latitude,longitude,polygon,income
4836,4859015.599165345,-9238758.01516914,"POLYGON ((-9238748.01516914 4859025.599165344, -9238768.01516914 4859025.599165344, -9238768.01516914 4859005.599165344, -9238748.01516914 4859005.599165344, -9238748.01516914 4859025.599165344))",50k to 60k
4837,4858770.67516429,-9238602.388079194,"POLYGON ((-9238592.388079194 4858780.67516429, -9238612.388079194 4858780.67516429, -9238612.388079194 4858760.67516429, -9238592.388079194 4858760.67516429, -9238592.388079194 4858780.67516429))",35k to 40k
4838,4858947.204791009,-9237822.500673948,"POLYGON ((-9237812.50067395 4858957.204791009, -9237832.50067395 4858957.204791009, -9237832.50067395 4858937.204791009, -9237812.50067395 4858937.204791009, -9237812.50067395 4858957.204791009))",60k to 75k
4839,4859044.277097561,-9237742.525124883,"POLYGON ((-9237732.525124881 4859054.277097561, -9237752.525124881 4859054.277097561, -9237752.525124881 4859034.277097561, -9237732.525124881 4859034.277097561, -9237732.525124881 4859054.277097561))",40k to 45k
4840,4859056.499023344,-9239245.14982019,"POLYGON ((-9239235.149820192 4859066.499023344, -9239255.149820192 4859066.499023344, -9239255.149820192 4859046.499023344, -9239235.149820192 4859046.499023344, -9239235.149820192 4859066.499023344))",100k to 125k
4841,4858689.945072179,-9237895.716211265,"POLYGON ((-9237885.716211265 4858699.945072179, -9237905.716211265 4858699.945072179, -9237905.716211265 4858679.945072179, -9237885.716211265 4858679.945072179, -9237885.716211265 4858699.945072179))",100k to 125k
4842,4858643.309509785,-9239879.24000557,"POLYGON ((-9239869.24000557 4858653.309509784, -9239889.24000557 4858653.309509784, -9239889.24000557 4858633.309509784, -9239869.24000557 4858633.309509784, -9239869.24000557 4858653.309509784))",200k+
4843,4858685.075002362,-9239770.67781386,"POLYGON ((-9239760.67781386 4858695.075002362, -9239780.67781386 4858695.075002362, -9239780.67781386 4858675.075002362, -9239760.67781386 4858675.075002362, -9239760.67781386 4858695.075002362))",200k+
4844,4859034.286080308,-9239803.419066783,"POLYGON ((-9239793.419066785 4859044.286080308, -9239813.419066785 4859044.286080308, -9239813.419066785 4859024.286080308, -9239793.419066785 4859024.286080308, -9239793.419066785 4859044.286080308))",75k to 100k
4845,4859040.536985779,-9239577.117553916,"POLYGON ((-9239567.117553916 4859050.536985778, -9239587.117553916 4859050.536985778, -9239587.117553916 4859030.536985778, -9239567.117553916 4859030.536985778, -9239567.117553916 4859050.536985778))",200k+
4846,4859001.647036513,-9239109.540508188,"POLYGON ((-9239099.540508188 4859011.647036513, -9239119.540508188 4859011.647036513, -9239119.540508188 4858991.647036513, -9239099.540508188 4858991.647036513, -9239099.540508188 4859011.647036513))",200k+
4847,4858773.701679129,-9238927.398029333,"POLYGON ((-9238917.398029333 4858783.701679129, -9238937.398029333 4858783.701679129, -9238937.398029333 4858763.701679129, -9238917.398029333 4858763.701679129, -9238917.398029333 4858783.701679129))",50k to 60k
4848,4858392.570181379,-9238303.33264366,"POLYGON ((-9238293.33264366 4858402.57018138, -9238313.33264366 4858402.57018138, -9238313.33264366 4858382.57018138, -9238293.33264366 4858382.57018138, -9238293.33264366 4858402.57018138))",60k to 75k
4849,4859039.476815723,-9239434.154278498,"POLYGON ((-9239424.154278496 4859049.476815723, -9239444.154278496 4859049.476815723, -9239444.154278496 4859029.476815723, -9239424.154278496 4859029.476815723, -9239424.154278496 4859049.476815723))",35k to 40k
4850,4859132.757714739,-9238013.767339021,"POLYGON ((-9238003.767339021 4859142.757714739, -9238023.767339021 4859142.757714739, -9238023.767339021 4859122.757714739, -9238003.767339021 4859122.757714739, -9238003.767339021 4859142.757714739))",200k+
4851,4858915.428655669,-9239619.778982062,"POLYGON ((-9239609.77898206 4858925.428655669, -9239629.77898206 4858925.428655669, -9239629.77898206 4858905.428655669, -9239609.77898206 4858905.428655669, -9239609.77898206 4858925.428655669))",30k to 35k
4852,4859054.0105178775,-9239354.938631566,"POLYGON ((-9239344.938631566 4859064.0105178775, -9239364.938631566 4859064.0105178775, -9239364.938631566 4859044.0105178775, -9239344.938631566 4859044.0105178775, -9239344.938631566 4859064.0105178775))",under 10k
4853,4858614.686186924,-9238703.367115755,"POLYGON ((-9238693.367115755 4858624.686186924, -9238713.367115755 4858624.686186924, -9238713.367115755 4858604.686186924, -9238693.367115755 4858604.686186924, -9238693.367115755 4858624.686186924))",200k+
4854,4858957.118777213,-9237760.283881593,"POLYGON ((-9237750.283881592 4858967.118777213, -9237770.283881592 4858967.118777213, -9237770.283881592 4858947.118777213, -9237750.283881592 4858947.118777213, -9237750.283881592 4858967.118777213))",60k to 75k
4855,4858594.731521251,-9239306.534407292,"POLYGON ((-9239296.534407292 4858604.73152125, -9239316.534407292 4858604.73152125, -9239316.534407292 4858584.73152125, -9239296.534407292 4858584.73152125, -9239296.534407292 4858604.73152125))",200k+
4856,4859076.811122225,-9238548.430404983,"POLYGON ((-9238538.430404983 4859086.811122225, -9238558.430404983 4859086.811122225, -9238558.430404983 4859066.811122225, -9238538.430404983 4859066.811122225, -9238538.430404983 4859086.811122225))",75k to 100k
4857,4858750.354800258,-9239659.095772833,"POLYGON ((-9239649.095772833 4858760.354800258, -9239669.095772833 4858760.354800258, -9239669.095772833 4858740.354800258, -9239649.095772833 4858740.354800258, -9239649.095772833 4858760.354800258))",200k+
4858,4858586.366068687,-9237801.100396644,"POLYGON ((-9237791.100396644 4858596.366068687, -9237811.100396644 4858596.366068687, -9237811.100396644 4858576.366068687, -9237791.100396644 4858576.366068687, -9237791.100396644 4858596.366068687))",125k to 150k
4859,4858477.012570668,-9237685.206625732,"POLYGON ((-9237675.206625732 4858487.012570668, -9237695.206625732 4858487.012570668, -9237695.206625732 4858467.012570668, -9237675.206625732 4858467.012570668, -9237675.206625732 4858487.012570668))",50k to 60k
4860,4858784.58706024,-9238829.403179675,"POLYGON ((-9238819.403179675 4858794.58706024, -9238839.403179675 4858794.58706024, -9238839.403179675 4858774.58706024, -9238819.403179675 4858774.58706024, -9238819.403179675 4858794.58706024))",200k+
4861,4858699.583608172,-9239238.684769435,"POLYGON ((-9239228.684769435 4858709.583608172, -9239248.684769435 4858709.583608172, -9239248.684769435 4858689.583608172, -9239228.684769435 4858689.583608172, -9239228.684769435 4858709.583608172))",75k to 100k
4862,4858861.484902808,-9239164.453583755,"POLYGON ((-9239154.453583755 4858871.4849028075, -9239174.453583755 4858871.4849028075, -9239174.453583755 4858851.4849028075, -9239154.453583755 4858851.4849028075, -9239154.453583755 4858871.4849028075))",75k to 100k
4863,4858649.39759876,-9237914.978932854,"POLYGON ((-9237904.978932856 4858659.39759876, -9237924.978932856 4858659.39759876, -9237924.978932856 4858639.39759876, -9237904.978932856 4858639.39759876, -9237904.978932856 4858659.39759876))",150k to 200k
4864,4858721.714783927,-9239821.55265396,"POLYGON ((-9239811.55265396 4858731.714783927, -9239831.55265396 4858731.714783927, -9239831.55265396 4858711.714783927, -9239811.55265396 4858711.714783927, -9239811.55265396 4858731.714783927))",35k to 40k
4865,4859093.87028748,-9239098.463539667,"POLYGON ((-9239088.463539667 4859103.87028748, -9239108.463539667 4859103.87028748, -9239108.463539667 4859083.87028748, -9239088.463539667 4859083.87028748, -9239088.463539667 4859103.87028748))",75k to 100k
4866,4858264.085414124,-9237647.621143173,"POLYGON ((-9237637.621143172 4858274.085414124, -9237657.621143172 4858274.085414124, -9237657.621143172 4858254.085414124, -9237637.621143172 4858254.085414124, -9237637.621143172 4858274.085414124))",75k to 100k
4867,4858724.421009514,-9238115.488501739,"POLYGON ((-9238105.488501737 4858734.421009514, -9238125.488501737 4858734.421009514, -9238125.488501737 4858714.421009514, -9238105.488501737 4858714.421009514, -9238105.488501737 4858734.421009514))",125k to 150k
4868,4858935.477814254,-9239440.998024734,"POLYGON ((-9239430.998024734 4858945.477814254, -9239450.998024734 4858945.477814254, -9239450.998024734 4858925.477814254, -9239430.998024734 4858925.477814254, -9239430.998024734 4858945.477814254))",75k to 100k
4869,4858860.298810531,-9238825.534245314,"POLYGON ((-9238815.534245312 4858870.298810531, -9238835.534245312 4858870.298810531, -9238835.534245312 4858850.298810531, -9238815.534245312 4858850.298810531, -9238815.534245312 4858870.298810531))",60k to 75k
4870,4859045.6701117195,-9237597.339273881,"POLYGON ((-9237587.339273883 4859055.6701117195, -9237607.339273883 4859055.6701117195, -9237607.339273883 4859035.6701117195, -9237587.339273883 4859035.6701117195, -9237587.339273883 4859055.6701117195))",150k to 200k
4871,4858772.329897253,-9238718.547816545,"POLYGON ((-9238708.547816545 4858782.329897253, -9238728.547816545 4858782.329897253, -9238728.547816545 4858762.329897253, -9238708.547816545 4858762.329897253, -9238708.547816545 4858782.329897253))",60k to 75k
4872,4858257.137269525,-9238163.801650088,"POLYGON ((-9238153.801650088 4858267.137269525, -9238173.801650088 4858267.137269525, -9238173.801650088 4858247.137269525, -9238153.801650088 4858247.137269525, -9238153.801650088 4858267.137269525))",125k to 150k
4873,4858974.374149023,-9238232.565615147,"POLYGON ((-9238222.565615147 4858984.374149023, -9238242.565615147 4858984.374149023, -9238242.565615147 4858964.374149023, -9238222.565615147 4858964.374149023, -9238222.565615147 4858984.374149023))",150k to 200k
4874,4858401.762005742,-9237848.535545683,"POLYGON ((-9237838.53554568 4858411.762005742, -9237858.53554568 4858411.762005742, -9237858.53554568 4858391.762005742, -9237838.53554568 4858391.762005742, -9237838.53554568 4858411.762005742))",200k+
4875,4859026.954334045,-9237645.766212035,"POLYGON ((-9237635.766212033 4859036.954334045, -9237655.766212033 4859036.954334045, -9237655.766212033 4859016.954334045, -9237635.766212033 4859016.954334045, -9237635.766212033 4859036.954334045))",150k to 200k
4876,4859110.233201075,-9238057.393690506,"POLYGON ((-9238047.393690506 4859120.233201075, -9238067.393690506 4859120.233201075, -9238067.393690506 4859100.233201075, -9238047.393690506 4859100.233201075, -9238047.393690506 4859120.233201075))",200k+
4877,4858666.904398115,-9239259.619242819,"POLYGON ((-9239249.619242819 4858676.904398115, -9239269.619242819 4858676.904398115, -9239269.619242819 4858656.904398115, -9239249.619242819 4858656.904398115, -9239249.619242819 4858676.904398115))",150k to 200k
4878,4858767.753490313,-9238753.252403956,"POLYGON ((-9238743.252403956 4858777.753490313, -9238763.252403956 4858777.753490313, -9238763.252403956 4858757.753490313, -9238743.252403956 4858757.753490313, -9238743.252403956 4858777.753490313))",under 10k
4879,4858590.550524177,-9238526.127176713,"POLYGON ((-9238516.127176713 4858600.550524177, -9238536.127176713 4858600.550524177, -9238536.127176713 4858580.550524177, -9238516.127176713 4858580.550524177, -9238516.127176713 4858600.550524177))",125k to 150k
4880,4858547.481267423,-9238606.487434216,"POLYGON ((-9238596.487434216 4858557.481267423, -9238616.487434216 4858557.481267423, -9238616.487434216 4858537.481267423, -9238596.487434216 4858537.481267423, -9238596.487434216 4858557.481267423))",under 10k
4881,4859251.918997787,-9237989.588435622,"POLYGON ((-9237979.588435622 4859261.918997787, -9237999.588435622 4859261.918997787, -9237999.588435622 4859241.918997787, -9237979.588435622 4859241.918997787, -9237979.588435622 4859261.918997787))",200k+
4882,4858631.31201212,-9237821.76741665,"POLYGON ((-9237811.76741665 4858641.31201212, -9237831.76741665 4858641.31201212, -9237831.76741665 4858621.31201212, -9237811.76741665 4858621.31201212, -9237811.76741665 4858641.31201212))",150k to 200k
4883,4858996.617652232,-9238730.856673822,"POLYGON ((-9238720.856673822 4859006.617652232, -9238740.856673822 4859006.617652232, -9238740.856673822 4858986.617652232, -9238720.856673822 4858986.617652232, -9238720.856673822 4859006.617652232))",35k to 40k
4884,4858820.26142082,-9238496.462115623,"POLYGON ((-9238486.462115623 4858830.26142082, -9238506.462115623 4858830.26142082, -9238506.462115623 4858810.26142082, -9238486.462115623 4858810.26142082, -9238486.462115623 4858830.26142082))",150k to 200k
4885,4859097.823427254,-9238477.900613736,"POLYGON ((-9238467.900613736 4859107.823427254, -9238487.900613736 4859107.823427254, -9238487.900613736 4859087.823427254, -9238467.900613736 4859087.823427254, -9238467.900613736 4859107.823427254))",150k to 200k
4886,4858614.577416555,-9239029.941973625,"POLYGON ((-9239019.941973625 4858624.577416555, -9239039.941973625 4858624.577416555, -9239039.941973625 4858604.577416555, -9239019.941973625 4858604.577416555, -9239019.941973625 4858624.577416555))",100k to 125k
4887,4859069.951526861,-9238581.547084972,"POLYGON ((-9238571.547084972 4859079.951526861, -9238591.547084972 4859079.951526861, -9238591.547084972 4859059.951526861, -9238571.547084972 4859059.951526861, -9238571.547084972 4859079.951526861))",75k to 100k
4888,4858529.628663828,-9237928.848176131,"POLYGON ((-9237918.848176131 4858539.628663828, -9237938.848176131 4858539.628663828, -9237938.848176131 4858519.628663828, -9237918.848176131 4858519.628663828, -9237918.848176131 4858539.628663828))",100k to 125k
4889,4859124.258552122,-9239175.715932552,"POLYGON ((-9239165.715932552 4859134.258552122, -9239185.715932552 4859134.258552122, -9239185.715932552 4859114.258552122, -9239165.715932552 4859114.258552122, -9239165.715932552 4859134.258552122))",75k to 100k
4890,4859314.06795733,-9237718.009883963,"POLYGON ((-9237708.009883963 4859324.067957329, -9237728.009883963 4859324.067957329, -9237728.009883963 4859304.067957329, -9237708.009883963 4859304.067957329, -9237708.009883963 4859324.067957329))",125k to 150k
4891,4859025.916201946,-9238019.581931535,"POLYGON ((-9238009.581931535 4859035.916201946, -9238029.581931535 4859035.916201946, -9238029.581931535 4859015.916201946, -9238009.581931535 4859015.916201946, -9238009.581931535 4859035.916201946))",75k to 100k
4892,4859044.762031073,-9239058.763437541,"POLYGON ((-9239048.763437541 4859054.762031073, -9239068.763437541 4859054.762031073, -9239068.763437541 4859034.762031073, -9239048.763437541 4859034.762031073, -9239048.763437541 4859054.762031073))",75k to 100k
4893,4859141.784066717,-9238222.266474975,"POLYGON ((-9238212.266474975 4859151.784066717, -9238232.266474975 4859151.784066717, -9238232.266474975 4859131.784066717, -9238212.266474975 4859131.784066717, -9238212.266474975 4859151.784066717))",50k to 60k
4894,4858658.386476923,-9239830.885427404,"POLYGON ((-9239820.885427402 4858668.386476923, -9239840.885427402 4858668.386476923, -9239840.885427402 4858648.386476923, -9239820.885427402 4858648.386476923, -9239820.885427402 4858668.386476923))",75k to 100k
4895,4858547.539734865,-9239480.982674006,"POLYGON ((-9239470.982674005 4858557.539734865, -9239490.982674005 4858557.539734865, -9239490.982674005 4858537.539734865, -9239470.982674005 4858537.539734865, -9239470.982674005 4858557.539734865))",125k to 150k
4896,4858679.891211743,-9237678.744947542,"POLYGON ((-9237668.744947542 4858689.891211743, -9237688.744947542 4858689.891211743, -9237688.744947542 4858669.891211743, -9237668.744947542 4858669.891211743, -9237668.744947542 4858689.891211743))",50k to 60k
4897,4859049.964702518,-9239779.11223841,"POLYGON ((-9239769.112238409 4859059.964702517, -9239789.112238409 4859059.964702517, -9239789.112238409 4859039.964702517, -9239769.112238409 4859039.964702517, -9239769.112238409 4859059.964702517))",50k to 60k
4898,4858654.8498081295,-9239038.220772304,"POLYGON ((-9239028.220772304 4858664.8498081295, -9239048.220772304 4858664.8498081295, -9239048.220772304 4858644.8498081295, -9239028.220772304 4858644.8498081295, -9239028.220772304 4858664.8498081295))",75k to 100k
4899,4858483.368398469,-9237713.974653762,"POLYGON ((-9237703.974653762 4858493.368398469, -9237723.974653762 4858493.368398469, -9237723.974653762 4858473.368398469, -9237703.974653762 4858473.368398469, -9237703.974653762 4858493.368398469))",50k to 60k
4900,4858586.226825015,-9239001.761984754,"POLYGON ((-9238991.761984756 4858596.226825015, -9239011.761984756 4858596.226825015, -9239011.761984756 4858576.226825015, -9238991.761984756 4858576.226825015, -9238991.761984756 4858596.226825015))",under 10k
4901,4858759.109246675,-9238471.827540701,"POLYGON ((-9238461.827540701 4858769.109246675, -9238481.827540701 4858769.109246675, -9238481.827540701 4858749.109246675, -9238461.827540701 4858749.109246675, -9238461.827540701 4858769.109246675))",50k to 60k
4902,4858737.88832044,-9238623.567786474,"POLYGON ((-9238613.567786474 4858747.88832044, -9238633.567786474 4858747.88832044, -9238633.567786474 4858727.88832044, -9238613.567786474 4858727.88832044, -9238613.567786474 4858747.88832044))",75k to 100k
4903,4858480.7382556675,-9237856.115954645,"POLYGON ((-9237846.115954645 4858490.7382556675, -9237866.115954645 4858490.7382556675, -9237866.115954645 4858470.7382556675, -9237846.115954645 4858470.7382556675, -9237846.115954645 4858490.7382556675))",75k to 100k
4904,4858575.947284117,-9237926.877329689,"POLYGON ((-9237916.87732969 4858585.947284117, -9237936.87732969 4858585.947284117, -9237936.87732969 4858565.947284117, -9237916.87732969 4858565.947284117, -9237916.87732969 4858585.947284117))",60k to 75k
4905,4858438.910678533,-9237896.650838109,"POLYGON ((-9237886.650838109 4858448.910678533, -9237906.650838109 4858448.910678533, -9237906.650838109 4858428.910678533, -9237886.650838109 4858428.910678533, -9237886.650838109 4858448.910678533))",125k to 150k
4906,4858854.593240192,-9238704.28908217,"POLYGON ((-9238694.28908217 4858864.593240193, -9238714.28908217 4858864.593240193, -9238714.28908217 4858844.593240193, -9238694.28908217 4858844.593240193, -9238694.28908217 4858864.593240193))",200k+
4907,4858709.245712143,-9239795.864146657,"POLYGON ((-9239785.864146657 4858719.245712143, -9239805.864146657 4858719.245712143, -9239805.864146657 4858699.245712143, -9239785.864146657 4858699.245712143, -9239785.864146657 4858719.245712143))",75k to 100k
4908,4859268.675069023,-9238094.36291768,"POLYGON ((-9238084.362917678 4859278.675069023, -9238104.362917678 4859278.675069023, -9238104.362917678 4859258.675069023, -9238084.362917678 4859258.675069023, -9238084.362917678 4859278.675069023))",75k to 100k
4909,4859022.755076697,-9238067.931288151,"POLYGON ((-9238057.931288151 4859032.755076697, -9238077.931288151 4859032.755076697, -9238077.931288151 4859012.755076697, -9238057.931288151 4859012.755076697, -9238057.931288151 4859032.755076697))",50k to 60k
4910,4858771.971718122,-9237789.367653398,"POLYGON ((-9237779.367653398 4858781.971718122, -9237799.367653398 4858781.971718122, -9237799.367653398 4858761.971718122, -9237779.367653398 4858761.971718122, -9237779.367653398 4858781.971718122))",100k to 125k
4911,4859223.417644185,-9237914.384833965,"POLYGON ((-9237904.384833965 4859233.417644185, -9237924.384833965 4859233.417644185, -9237924.384833965 4859213.417644185, -9237904.384833965 4859213.417644185, -9237904.384833965 4859233.417644185))",50k to 60k
4912,4858731.584722407,-9239211.88714165,"POLYGON ((-9239201.88714165 4858741.584722407, -9239221.88714165 4858741.584722407, -9239221.88714165 4858721.584722407, -9239201.88714165 4858721.584722407, -9239201.88714165 4858741.584722407))",200k+
4913,4859036.412133755,-9237892.214960085,"POLYGON ((-9237882.214960085 4859046.412133754, -9237902.214960085 4859046.412133754, -9237902.214960085 4859026.412133754, -9237882.214960085 4859026.412133754, -9237882.214960085 4859046.412133754))",60k to 75k
4914,4859046.990506544,-9239031.175686363,"POLYGON ((-9239021.175686361 4859056.990506544, -9239041.175686361 4859056.990506544, -9239041.175686361 4859036.990506544, -9239021.175686361 4859036.990506544, -9239021.175686361 4859056.990506544))",150k to 200k
4915,4858398.635081225,-9237787.794881737,"POLYGON ((-9237777.794881737 4858408.635081225, -9237797.794881737 4858408.635081225, -9237797.794881737 4858388.635081225, -9237777.794881737 4858388.635081225, -9237777.794881737 4858408.635081225))",200k+
4916,4859063.543026406,-9238151.952264989,"POLYGON ((-9238141.952264989 4859073.543026406, -9238161.952264989 4859073.543026406, -9238161.952264989 4859053.543026406, -9238141.952264989 4859053.543026406, -9238141.952264989 4859073.543026406))",35k to 40k
4917,4858371.889678154,-9237648.25239869,"POLYGON ((-9237638.25239869 4858381.889678154, -9237658.25239869 4858381.889678154, -9237658.25239869 4858361.889678154, -9237638.25239869 4858361.889678154, -9237638.25239869 4858381.889678154))",50k to 60k
4918,4858631.170242104,-9238986.680332322,"POLYGON ((-9238976.680332322 4858641.170242104, -9238996.680332322 4858641.170242104, -9238996.680332322 4858621.170242104, -9238976.680332322 4858621.170242104, -9238976.680332322 4858641.170242104))",60k to 75k
4919,4858935.045850838,-9239260.340426316,"POLYGON ((-9239250.340426316 4858945.045850837, -9239270.340426316 4858945.045850837, -9239270.340426316 4858925.045850837, -9239250.340426316 4858925.045850837, -9239250.340426316 4858945.045850837))",150k to 200k
4920,4858877.289071037,-9238241.293338772,"POLYGON ((-9238231.293338772 4858887.289071037, -9238251.293338772 4858887.289071037, -9238251.293338772 4858867.289071037, -9238231.293338772 4858867.289071037, -9238231.293338772 4858887.289071037))",60k to 75k
4921,4859109.714555273,-9239049.356756914,"POLYGON ((-9239039.356756914 4859119.714555273, -9239059.356756914 4859119.714555273, -9239059.356756914 4859099.714555273, -9239039.356756914 4859099.714555273, -9239039.356756914 4859119.714555273))",125k to 150k
4922,4859117.4283200465,-9238656.1086775,"POLYGON ((-9238646.1086775 4859127.4283200465, -9238666.1086775 4859127.4283200465, -9238666.1086775 4859107.4283200465, -9238646.1086775 4859107.4283200465, -9238646.1086775 4859127.4283200465))",75k to 100k
4923,4859007.547369955,-9238644.025429286,"POLYGON ((-9238634.025429286 4859017.547369955, -9238654.025429286 4859017.547369955, -9238654.025429286 4858997.547369955, -9238634.025429286 4858997.547369955, -9238634.025429286 4859017.547369955))",50k to 60k
4924,4859076.714811923,-9239953.123755747,"POLYGON ((-9239943.123755747 4859086.714811923, -9239963.123755747 4859086.714811923, -9239963.123755747 4859066.714811923, -9239943.123755747 4859066.714811923, -9239943.123755747 4859086.714811923))",50k to 60k
4925,4858731.133518213,-9238814.58109362,"POLYGON ((-9238804.581093619 4858741.133518213, -9238824.581093619 4858741.133518213, -9238824.581093619 4858721.133518213, -9238804.581093619 4858721.133518213, -9238804.581093619 4858741.133518213))",200k+
4926,4859196.155476367,-9238523.129652739,"POLYGON ((-9238513.129652739 4859206.155476367, -9238533.129652739 4859206.155476367, -9238533.129652739 4859186.155476367, -9238513.129652739 4859186.155476367, -9238513.129652739 4859206.155476367))",75k to 100k
4927,4858782.049072098,-9239000.581495121,"POLYGON ((-9238990.581495121 4858792.049072098, -9239010.581495121 4858792.049072098, -9239010.581495121 4858772.049072098, -9238990.581495121 4858772.049072098, -9238990.581495121 4858792.049072098))",150k to 200k
4928,4858921.67070471,-9238263.108125592,"POLYGON ((-9238253.108125592 4858931.67070471, -9238273.108125592 4858931.67070471, -9238273.108125592 4858911.67070471, -9238253.108125592 4858911.67070471, -9238253.108125592 4858931.67070471))",under 10k
4929,4858440.593917081,-9238029.358938605,"POLYGON ((-9238019.358938605 4858450.59391708, -9238039.358938605 4858450.59391708, -9238039.358938605 4858430.59391708, -9238019.358938605 4858430.59391708, -9238019.358938605 4858450.59391708))",150k to 200k
4930,4858513.271322329,-9239784.830116482,"POLYGON ((-9239774.830116482 4858523.271322329, -9239794.830116482 4858523.271322329, -9239794.830116482 4858503.271322329, -9239774.830116482 4858503.271322329, -9239774.830116482 4858523.271322329))",35k to 40k
4931,4858787.369014937,-9238155.829775447,"POLYGON ((-9238145.829775447 4858797.369014937, -9238165.829775447 4858797.369014937, -9238165.829775447 4858777.369014937, -9238145.829775447 4858777.369014937, -9238145.829775447 4858797.369014937))",60k to 75k
4932,4858752.639914462,-9237824.412124572,"POLYGON ((-9237814.412124572 4858762.639914461, -9237834.412124572 4858762.639914461, -9237834.412124572 4858742.639914461, -9237814.412124572 4858742.639914461, -9237814.412124572 4858762.639914461))",100k to 125k
4933,4858760.674372969,-9239500.02313787,"POLYGON ((-9239490.023137867 4858770.67437297, -9239510.023137867 4858770.67437297, -9239510.023137867 4858750.67437297, -9239490.023137867 4858750.67437297, -9239490.023137867 4858770.67437297))",40k to 45k
4934,4858985.560043049,-9237743.144097844,"POLYGON ((-9237733.144097844 4858995.560043049, -9237753.144097844 4858995.560043049, -9237753.144097844 4858975.560043049, -9237733.144097844 4858975.560043049, -9237733.144097844 4858995.560043049))",200k+
4935,4858378.893912781,-9237622.360236896,"POLYGON ((-9237612.360236896 4858388.893912781, -9237632.360236896 4858388.893912781, -9237632.360236896 4858368.893912781, -9237612.360236896 4858368.893912781, -9237612.360236896 4858388.893912781))",45k to 50k
4936,4858789.338699407,-9239181.764473844,"POLYGON ((-9239171.764473846 4858799.338699407, -9239191.764473846 4858799.338699407, -9239191.764473846 4858779.338699407, -9239171.764473846 4858779.338699407, -9239171.764473846 4858799.338699407))",200k+
4937,4858970.680435377,-9239688.257752601,"POLYGON ((-9239678.257752601 4858980.680435377, -9239698.257752601 4858980.680435377, -9239698.257752601 4858960.680435377, -9239678.257752601 4858960.680435377, -9239678.257752601 4858980.680435377))",60k to 75k
4938,4858588.394930823,-9238644.91731726,"POLYGON ((-9238634.91731726 4858598.394930823, -9238654.91731726 4858598.394930823, -9238654.91731726 4858578.394930823, -9238634.91731726 4858578.394930823, -9238634.91731726 4858598.394930823))",200k+
4939,4858914.826380963,-9238388.006692003,"POLYGON ((-9238378.006692005 4858924.826380963, -9238398.006692005 4858924.826380963, -9238398.006692005 4858904.826380963, -9238378.006692005 4858904.826380963, -9238378.006692005 4858924.826380963))",100k to 125k
4940,4858848.21128183,-9239143.592310635,"POLYGON ((-9239133.592310635 4858858.21128183, -9239153.592310635 4858858.21128183, -9239153.592310635 4858838.21128183, -9239133.592310635 4858838.21128183, -9239133.592310635 4858858.21128183))",150k to 200k
4941,4859272.898923615,-9238186.122001339,"POLYGON ((-9238176.12200134 4859282.898923615, -9238196.12200134 4859282.898923615, -9238196.12200134 4859262.898923615, -9238176.12200134 4859262.898923615, -9238176.12200134 4859282.898923615))",200k+
4942,4858624.572973478,-9239106.658697508,"POLYGON ((-9239096.658697508 4858634.572973478, -9239116.658697508 4858634.572973478, -9239116.658697508 4858614.572973478, -9239096.658697508 4858614.572973478, -9239096.658697508 4858634.572973478))",150k to 200k
4943,4858902.044087482,-9238149.557272227,"POLYGON ((-9238139.557272227 4858912.044087482, -9238159.557272227 4858912.044087482, -9238159.557272227 4858892.044087482, -9238139.557272227 4858892.044087482, -9238139.557272227 4858912.044087482))",75k to 100k
4944,4858945.0241853455,-9239092.447362017,"POLYGON ((-9239082.447362015 4858955.0241853455, -9239102.447362015 4858955.0241853455, -9239102.447362015 4858935.0241853455, -9239082.447362015 4858935.0241853455, -9239082.447362015 4858955.0241853455))",60k to 75k
4945,4858882.858890926,-9239448.760212656,"POLYGON ((-9239438.760212658 4858892.8588909255, -9239458.760212658 4858892.8588909255, -9239458.760212658 4858872.8588909255, -9239438.760212658 4858872.8588909255, -9239438.760212658 4858892.8588909255))",50k to 60k
4946,4858780.815628583,-9238567.530235635,"POLYGON ((-9238557.530235635 4858790.815628583, -9238577.530235635 4858790.815628583, -9238577.530235635 4858770.815628583, -9238557.530235635 4858770.815628583, -9238557.530235635 4858790.815628583))",50k to 60k
4947,4858746.801050994,-9237571.538636642,"POLYGON ((-9237561.538636642 4858756.801050994, -9237581.538636642 4858756.801050994, -9237581.538636642 4858736.801050994, -9237561.538636642 4858736.801050994, -9237561.538636642 4858756.801050994))",100k to 125k
4948,4858243.3896116195,-9237627.05683986,"POLYGON ((-9237617.05683986 4858253.3896116195, -9237637.05683986 4858253.3896116195, -9237637.05683986 4858233.3896116195, -9237617.05683986 4858233.3896116195, -9237617.05683986 4858253.3896116195))",60k to 75k
4949,4858993.5405635275,-9239544.887848545,"POLYGON ((-9239534.887848547 4859003.5405635275, -9239554.887848547 4859003.5405635275, -9239554.887848547 4858983.5405635275, -9239534.887848547 4858983.5405635275, -9239534.887848547 4859003.5405635275))",35k to 40k
4950,4858345.638632641,-9237833.190497762,"POLYGON ((-9237823.190497762 4858355.638632641, -9237843.190497762 4858355.638632641, -9237843.190497762 4858335.638632641, -9237823.190497762 4858335.638632641, -9237823.190497762 4858355.638632641))",125k to 150k
